"","workerid","noun","nounclass","slide_number","sense","predicate2","predicate1","class2","response","class1","makes_sense","triple"
"7697",256,"house","X",19,"no","exciting","young","value",0.42,"age","no","young exciting house"
"7698",256,"fish","X",20,"no","overhead","narrow","location",0.57,"dimension","no","narrow overhead fish"
"7699",256,"dough","X",21,"no","individual","thin","X",0.56,"dimension","no","thin individual dough"
"7701",256,"one","X",23,"no","current","old","temporal",0.57,"age","no","old current one"
"7702",256,"spaghetti","X",24,"no","large","red","dimension",0.5,"color","no","red large spaghetti"
"7703",256,"factor","X",25,"no","prestigious","current","value",0.52,"temporal","no","current prestigious factor"
"7705",256,"source","X",27,"no","white","old","color",0.49,"age","no","old white source"
"7706",256,"citizen","X",28,"no","plain","purple","value",0.52,"color","no","purple plain citizen"
"7708",256,"background","X",30,"no","curly","long","physical",0.46,"dimension","no","long curly background"
"7710",256,"baby","X",32,"no","token","old-time","X",0.38,"age","no","old-time token baby"
"7741",258,"lab","X",3,"no","fast","corduroy","speed",0.5,"material","no","corduroy fast lab"
"7742",258,"mall","X",4,"no","lacy","new","physical",0.75,"age","no","new lacy mall"
"7744",258,"report","X",6,"no","exciting","curly","value",0.36,"physical","no","curly exciting report"
"7771",259,"tollway","X",3,"no","lavish","blonde","value",0.63,"color","no","blonde lavish tollway"
"7778",259,"grandchild","X",10,"no","fast","internal","speed",0.71,"location","no","internal fast grandchild"
"7786",259,"behavior","X",18,"no","fast","thick","speed",0.87,"dimension","no","thick fast behavior"
"7789",259,"perspective","X",21,"no","corduroy","mini","material",0.93,"dimension","no","mini corduroy perspective"
"7790",259,"music","X",22,"no","lacy","corduroy","physical",0.09,"material","no","corduroy lacy music"
"7791",259,"casserole","X",23,"no","everyday","internal","temporal",0.67,"location","no","internal everyday casserole"
"7832",261,"weather","X",4,"no","creamy","civilized","physical",0.53,"human","no","civilized creamy weather"
"7841",261,"spaghetti","X",13,"no","speedy","corduroy","speed",0.51,"material","no","corduroy speedy spaghetti"
"7844",261,"lettering","X",16,"no","creamy","Japanese","physical",0.49,"nationality","no","Japanese creamy lettering"
"7852",261,"weather","X",24,"no","spicy","national","physical",0.47,"nationality","no","national spicy weather"
"7858",261,"change","X",30,"no","speedy","lacy","speed",0.5,"physical","no","lacy speedy change"
"7861",262,"libertarian","X",3,"no","slow","curly","speed",0.51,"physical","no","curly slow libertarian"
"7862",262,"student","X",4,"no","unique","daily","X",0.54,"temporal","no","daily unique student"
"7868",262,"policy","X",10,"no","everyday","curly","temporal",0.51,"physical","no","curly everyday policy"
"7884",262,"libertarian","X",26,"no","designated","yellow","X",0.23,"color","no","yellow designated libertarian"
"7891",263,"time","X",3,"no","prestigious","large","value",0.03,"dimension","no","large prestigious time"
"7894",263,"brush","X",6,"no","overhead","sad","location",0.98,"human","no","sad overhead brush"
"7895",263,"system","X",7,"no","frozen","selfish","physical",0.99,"human","no","selfish frozen system"
"7896",263,"nation","X",8,"no","long","red","dimension",0.03,"color","no","red long nation"
"7897",263,"college","X",9,"no","lacy","wooden","physical",0,"material","no","wooden lacy college"
"7898",263,"autobiography","X",10,"no","national","overhead","nationality",0.97,"location","no","overhead national autobiography"
"7899",263,"grandchild","X",11,"no","solid","playful","physical",0.02,"human","no","playful solid grandchild"
"7900",263,"trial","X",12,"no","strict","old","human",0.02,"age","no","old strict trial"
"7901",263,"burden","X",13,"no","favorite","blonde","value",0.03,"color","no","blonde favorite burden"
"7902",263,"list","X",14,"no","slow","corduroy","speed",0.02,"material","no","corduroy slow list"
"7903",263,"shot","X",15,"no","selfish","old","human",0.03,"age","no","old selfish shot"
"7904",263,"shrimp","X",16,"no","entrepreneurial","long","human",0.97,"dimension","no","long entrepreneurial shrimp"
"7905",263,"form","X",17,"no","crocheted","thick","material",0.97,"dimension","no","thick crocheted form"
"7906",263,"behavior","X",18,"no","circular","entrepreneurial","shape",0.03,"human","no","entrepreneurial circular behavior"
"7907",263,"spirit","X",19,"no","circular","creamy","shape",0.96,"physical","no","creamy circular spirit"
"7908",263,"country","X",20,"no","potential","yellow","X",0.97,"color","no","yellow potential country"
"7909",263,"autobiography","X",21,"no","wooden","narrow","material",0.95,"dimension","no","narrow wooden autobiography"
"7910",263,"type","X",22,"no","mixed","plain","X",0.98,"value","no","plain mixed type"
"7911",263,"perspective","X",23,"no","gold","internal","material",0.97,"location","no","internal gold perspective"
"7912",263,"can","X",24,"no","unique","blonde","X",0.03,"color","no","blonde unique can"
"7913",263,"strip","X",25,"no","fast","Japanese","speed",0.01,"nationality","no","Japanese fast strip"
"7915",263,"paper","X",27,"no","slow","smooth","speed",0.05,"physical","no","smooth slow paper"
"7916",263,"libertarian","X",28,"no","wooden","red","material",0.97,"color","no","red wooden libertarian"
"7917",263,"brush","X",29,"no","speedy","curly","speed",0.97,"physical","no","curly speedy brush"
"7918",263,"source","X",30,"no","long","senior","dimension",0.04,"age","no","senior long source"
"7919",263,"ride","X",31,"no","current","gold","temporal",0.95,"material","no","gold current ride"
"7920",263,"corporation","X",32,"no","different","strict","X",0.97,"human","no","strict different corporation"
"7921",264,"feeling","X",3,"no","wooden","overhead","material",0.54,"location","no","overhead wooden feeling"
"7923",264,"trunk","X",5,"no","spicy","selfish","physical",0.5,"human","no","selfish spicy trunk"
"7931",264,"vitamin","X",13,"no","creamy","civilized","physical",0.48,"human","no","civilized creamy vitamin"
"7932",264,"money","X",14,"no","strict","thick","human",0.47,"dimension","no","thick strict money"
"7934",264,"benefit","X",16,"no","overhead","old","location",0.48,"age","no","old overhead benefit"
"7935",264,"spaghetti","X",17,"no","open","green","dimension",0.47,"color","no","green open spaghetti"
"7938",264,"factor","X",20,"no","circular","strict","shape",0.45,"human","no","strict circular factor"
"7942",264,"bearing","X",24,"no","speedy","playful","speed",0.49,"human","no","playful speedy bearing"
"7943",264,"school","X",25,"no","potential","playful","X",0.45,"human","no","playful potential school"
"7948",264,"satire","X",30,"no","individual","historical","X",0.5,"temporal","no","historical individual satire"
"7950",264,"lettering","X",32,"no","closest","strict","location",0.51,"human","no","strict closest lettering"
"7960",265,"autobiography","X",12,"no","smooth","purple","physical",0.62,"color","no","purple smooth autobiography"
"7981",266,"phrase","X",3,"no","creamy","English","physical",0.49,"nationality","no","English creamy phrase"
"7983",266,"weather","X",5,"no","creamy","internal","physical",0.48,"location","no","internal creamy weather"
"8014",267,"report","X",6,"no","unique","creamy","X",0.95,"physical","no","creamy unique report"
"8015",267,"paper","X",7,"no","sweet","Brazilian","physical",0.05,"nationality","no","Brazilian sweet paper"
"8025",267,"plate","X",17,"no","everyday","fast","temporal",0.84,"speed","no","fast everyday plate"
"8036",267,"parent","X",28,"no","sweet","strict","physical",0.11,"human","no","strict sweet parent"
"8043",268,"bearing","X",5,"no","circular","selfish","shape",0.49,"human","no","selfish circular bearing"
"8052",268,"trial","X",14,"no","individual","square","X",0.58,"shape","no","square individual trial"
"8055",268,"vitamin","X",17,"no","sweet","Hispanic","physical",0.46,"nationality","no","Hispanic sweet vitamin"
"8065",268,"puppy","X",27,"no","international","old-time","nationality",0.63,"age","no","old-time international puppy"
"8066",268,"weather","X",28,"no","square","strict","shape",0.51,"human","no","strict square weather"
"8070",268,"sound","X",32,"no","Vietnamese","overhead","nationality",0.48,"location","no","overhead Vietnamese sound"
"8073",269,"truth","X",5,"no","curly","corduroy","physical",0.21,"material","no","corduroy curly truth"
"8088",269,"country","X",20,"no","square","creamy","shape",0.73,"physical","no","creamy square country"
"8095",269,"casserole","X",27,"no","creamy","wooden","physical",0.26,"material","no","wooden creamy casserole"
"8124",270,"grandchild","X",26,"no","different","creamy","X",0.49,"physical","no","creamy different grandchild"
"8127",270,"bearing","X",29,"no","speedy","national","speed",0.52,"nationality","no","national speedy bearing"
"8130",270,"situation","X",32,"no","lacy","junior","physical",0.5,"age","no","junior lacy situation"
"8166",272,"garbage","X",8,"no","strange","young","value",0.13,"age","no","young strange garbage"
"8180",272,"baby","X",22,"no","overhead","open","location",0.83,"dimension","no","open overhead baby"
"8192",273,"grandfather","X",4,"no","spicy","strict","physical",0.66,"human","no","strict spicy grandfather"
"8223",274,"labrador","X",5,"no","daily","international","temporal",0.5,"nationality","no","international daily labrador"
"8251",275,"leadership","X",3,"no","square","crocheted","shape",0.27,"material","no","crocheted square leadership"
"8256",275,"bag","X",8,"no","token","strict","X",0.82,"human","no","strict token bag"
"8263",275,"opinion","X",15,"no","internal","mini","location",0.16,"dimension","no","mini internal opinion"
"8264",275,"valley","X",16,"no","spicy","corduroy","physical",0.16,"material","no","corduroy spicy valley"
"8266",275,"phrase","X",18,"no","black","old","color",0.81,"age","no","old black phrase"
"8268",275,"coke","X",20,"no","potential","spicy","X",0.22,"physical","no","spicy potential coke"
"8270",275,"rate","X",22,"no","sweet","purple","physical",0.86,"color","no","purple sweet rate"
"8273",275,"time","X",25,"no","curly","new","physical",0.06,"age","no","new curly time"
"8277",275,"vacation","X",29,"no","overhead","black","location",0.12,"color","no","black overhead vacation"
"8278",275,"grandchild","X",30,"no","frozen","overhead","physical",0.83,"location","no","overhead frozen grandchild"
"8291",276,"joke","X",13,"no","crocheted","large","material",0.47,"dimension","no","large crocheted joke"
"8294",276,"conversation","X",16,"no","civilized","purple","human",0.55,"color","no","purple civilized conversation"
"8298",276,"satire","X",20,"no","square","internal","shape",0.5,"location","no","internal square satire"
"8299",276,"death","X",21,"no","curly","gold","physical",0.43,"material","no","gold curly death"
"8301",276,"actor","X",23,"no","speedy","circular","speed",0.48,"shape","no","circular speedy actor"
"8302",276,"autobiography","X",24,"no","corduroy","civilized","material",0.51,"human","no","civilized corduroy autobiography"
"8304",276,"paper","X",26,"no","overhead","playful","location",0.47,"human","no","playful overhead paper"
"8306",276,"phrase","X",28,"no","smooth","blue","physical",0.48,"color","no","blue smooth phrase"
"8307",276,"change","X",29,"no","sad","mini","human",0.51,"dimension","no","mini sad change"
"8308",276,"suit","X",30,"no","speedy","senior","speed",0.47,"age","no","senior speedy suit"
"8310",276,"lettering","X",32,"no","selfish","young","human",0.49,"age","no","young selfish lettering"
"8311",277,"code","X",3,"no","gold","red","material",0.5,"color","no","red gold code"
"8371",279,"valley","X",3,"no","overhead","mini","location",0.46,"dimension","no","mini overhead valley"
"8373",279,"goal","X",5,"no","different","closest","X",0.47,"location","no","closest different goal"
"8374",279,"wind","X",6,"no","different","wooden","X",0.44,"material","no","wooden different wind"
"8377",279,"boat","X",9,"no","spicy","Vietnamese","physical",0.97,"nationality","no","Vietnamese spicy boat"
"8388",279,"food","X",20,"no","token","selfish","X",0.42,"human","no","selfish token food"
"8392",279,"rib","X",24,"no","Hispanic","long","nationality",0.4,"dimension","no","long Hispanic rib"
"8393",279,"lab","X",25,"no","curly","green","physical",0.41,"color","no","green curly lab"
"8400",279,"mouth","X",32,"no","mixed","blue","X",0.05,"color","no","blue mixed mouth"
"8423",280,"world","X",25,"no","solid","junior","physical",0.49,"age","no","junior solid world"
"8431",281,"policy","X",3,"no","wooden","yellow","material",0.32,"color","no","yellow wooden policy"
"8432",281,"bin","X",4,"no","sweet","playful","physical",0.14,"human","no","playful sweet bin"
"8434",281,"food","X",6,"no","lacy","blonde","physical",0.14,"color","no","blonde lacy food"
"8440",281,"wood","X",12,"no","historical","professional","temporal",0.15,"human","no","professional historical wood"
"8442",281,"brush","X",14,"no","spicy","open","physical",0.89,"dimension","no","open spicy brush"
"8447",281,"word","X",19,"no","thick","green","dimension",0.03,"color","no","green thick word"
"8449",281,"crime","X",21,"no","red","old","color",0.92,"age","no","old red crime"
"8450",281,"death","X",22,"no","mixed","creamy","X",0.92,"physical","no","creamy mixed death"
"8451",281,"valley","X",23,"no","daily","sweet","temporal",0.92,"physical","no","sweet daily valley"
"8456",281,"grandchild","X",28,"no","designated","narrow","X",0.04,"dimension","no","narrow designated grandchild"
"8457",281,"weather","X",29,"no","designated","everyday","X",0.93,"temporal","no","everyday designated weather"
"8459",281,"trial","X",31,"no","prestigious","wooden","value",0.03,"material","no","wooden prestigious trial"
"8491",283,"snake","X",3,"no","current","gold","temporal",0.18,"material","no","gold current snake"
"8521",284,"house","X",3,"no","historical","curly","temporal",0.03,"physical","no","curly historical house"
"8522",284,"crime","X",4,"no","historical","sweet","temporal",0.18,"physical","no","sweet historical crime"
"8524",284,"reason","X",6,"no","creamy","Vietnamese","physical",0.07,"nationality","no","Vietnamese creamy reason"
"8527",284,"college","X",9,"no","national","crocheted","nationality",0.21,"material","no","crocheted national college"
"8534",284,"college","X",16,"no","spicy","professional","physical",0.33,"human","no","professional spicy college"
"8542",284,"place","X",24,"no","creamy","old-time","physical",0.21,"age","no","old-time creamy place"
"8544",284,"area","X",26,"no","sweet","national","physical",0.25,"nationality","no","national sweet area"
"8546",284,"spaghetti","X",28,"no","creative","young","human",0.23,"age","no","young creative spaghetti"
"8548",284,"coke","X",30,"no","circular","selfish","shape",0.26,"human","no","selfish circular coke"
"8555",285,"story","X",7,"no","individual","creamy","X",0.79,"physical","no","creamy individual story"
"8556",285,"crime","X",8,"no","strange","yellow","value",0.14,"color","no","yellow strange crime"
"8557",285,"nation","X",9,"no","speedy","square","speed",0.61,"shape","no","square speedy nation"
"8568",285,"time","X",20,"no","wooden","old-time","material",0.72,"age","no","old-time wooden time"
"8570",285,"radio","X",22,"no","sad","thick","human",0.82,"dimension","no","thick sad radio"
"8575",285,"reason","X",27,"no","best","curly","value",0.22,"physical","no","curly best reason"
"8581",286,"baby","X",3,"no","international","old-time","nationality",0.75,"age","no","old-time international baby"
"8585",286,"bearing","X",7,"no","international","professional","nationality",0.78,"human","no","professional international bearing"
"8586",286,"luck","X",8,"no","entrepreneurial","long","human",0.72,"dimension","no","long entrepreneurial luck"
"8587",286,"research","X",9,"no","individual","lacy","X",0.23,"physical","no","lacy individual research"
"8589",286,"phrase","X",11,"no","green","junior","color",0.2,"age","no","junior green phrase"
"8592",286,"music","X",14,"no","lavish","yellow","value",0.8,"color","no","yellow lavish music"
"8594",286,"brush","X",16,"no","speedy","senior","speed",0.22,"age","no","senior speedy brush"
"8595",286,"music","X",17,"no","prestigious","wooden","value",0.28,"material","no","wooden prestigious music"
"8598",286,"life","X",20,"no","potential","junior","X",0.72,"age","no","junior potential life"
"8603",286,"satire","X",25,"no","English","red","nationality",0.88,"color","no","red English satire"
"8604",286,"decision","X",26,"no","smooth","open","physical",0.2,"dimension","no","open smooth decision"
"8609",286,"town","X",31,"no","strict","thick","human",0.76,"dimension","no","thick strict town"
"8611",287,"banking","X",3,"no","current","corduroy","temporal",0.07,"material","no","corduroy current banking"
"8614",287,"crime","X",6,"no","different","black","X",0.05,"color","no","black different crime"
"8617",287,"trash","X",9,"no","designated","lavish","X",0.96,"value","no","lavish designated trash"
"8621",287,"income","X",13,"no","favorite","purple","value",0.04,"color","no","purple favorite income"
"8622",287,"garbage","X",14,"no","designated","yellow","X",0.01,"color","no","yellow designated garbage"
"8623",287,"tollway","X",15,"no","plain","senior","value",0.09,"age","no","senior plain tollway"
"8624",287,"number","X",16,"no","gold","biggest","material",0.99,"dimension","no","biggest gold number"
"8625",287,"hand","X",17,"no","mixed","slow","X",0.97,"speed","no","slow mixed hand"
"8626",287,"labrador","X",18,"no","potential","long","X",0.98,"dimension","no","long potential labrador"
"8627",287,"money","X",19,"no","last","narrow","X",0.04,"dimension","no","narrow last money"
"8628",287,"child","X",20,"no","large","red","dimension",0.04,"color","no","red large child"
"8629",287,"spirit","X",21,"no","slow","overhead","speed",0.04,"location","no","overhead slow spirit"
"8633",287,"point","X",25,"no","lacy","playful","physical",0.94,"human","no","playful lacy point"
"8634",287,"sand","X",26,"no","narrow","yellow","dimension",0.06,"color","no","yellow narrow sand"
"8635",287,"spaghetti","X",27,"no","Hispanic","closest","nationality",0.96,"location","no","closest Hispanic spaghetti"
"8636",287,"environment","X",28,"no","current","sweet","temporal",0.99,"physical","no","sweet current environment"
"8637",287,"radio","X",29,"no","lavish","Vietnamese","value",0.04,"nationality","no","Vietnamese lavish radio"
"8638",287,"tax","X",30,"no","spicy","closest","physical",0.95,"location","no","closest spicy tax"
"8639",287,"boat","X",31,"no","sad","junior","human",0.09,"age","no","junior sad boat"
"8640",287,"film","X",32,"no","daily","creamy","temporal",0.97,"physical","no","creamy daily film"
"8641",288,"coke","X",3,"no","blonde","new","color",0.04,"age","no","new blonde coke"
"8642",288,"casserole","X",4,"no","token","white","X",0.02,"color","no","white token casserole"
"8646",288,"coke","X",8,"no","designated","narrow","X",0.73,"dimension","no","narrow designated coke"
"8648",288,"shot","X",10,"no","entrepreneurial","blue","human",0.24,"color","no","blue entrepreneurial shot"
"8649",288,"brush","X",11,"no","exciting","narrow","value",0.75,"dimension","no","narrow exciting brush"
"8650",288,"life","X",12,"no","wooden","old","material",0.89,"age","no","old wooden life"
"8651",288,"hair","X",13,"no","speedy","gold","speed",0.99,"material","no","gold speedy hair"
"8652",288,"plate","X",14,"no","current","solid","temporal",0.05,"physical","no","solid current plate"
"8654",288,"research","X",16,"no","lavish","closest","value",0.9,"location","no","closest lavish research"
"8655",288,"luxury","X",17,"no","lacy","thin","physical",0.04,"dimension","no","thin lacy luxury"
"8656",288,"perspective","X",18,"no","best","square","value",0.32,"shape","no","square best perspective"
"8659",288,"shrimp","X",21,"no","smooth","old-time","physical",0.87,"age","no","old-time smooth shrimp"
"8660",288,"pet","X",22,"no","daily","thin","temporal",0.92,"dimension","no","thin daily pet"
"8662",288,"corporation","X",24,"no","lavish","yellow","value",0.15,"color","no","yellow lavish corporation"
"8663",288,"parent","X",25,"no","everyday","red","temporal",0.84,"color","no","red everyday parent"
"8664",288,"trunk","X",26,"no","Brazilian","strict","nationality",0.87,"human","no","strict Brazilian trunk"
"8670",288,"shell","X",32,"no","pleasant","speedy","value",0.86,"speed","no","speedy pleasant shell"
"8671",289,"type","X",3,"no","internal","creative","location",0.25,"human","no","creative internal type"
"8672",289,"teller","X",4,"no","mixed","lavish","X",0.71,"value","no","lavish mixed teller"
"8673",289,"source","X",5,"no","plain","lacy","value",0.24,"physical","no","lacy plain source"
"8674",289,"shot","X",6,"no","smooth","Hispanic","physical",0.76,"nationality","no","Hispanic smooth shot"
"8675",289,"list","X",7,"no","English","selfish","nationality",0.8,"human","no","selfish English list"
"8676",289,"tax","X",8,"no","selfish","large","human",0.77,"dimension","no","large selfish tax"
"8679",289,"house","X",11,"no","smooth","European","physical",0.13,"nationality","no","European smooth house"
"8680",289,"dough","X",12,"no","professional","black","human",0.23,"color","no","black professional dough"
"8683",289,"report","X",15,"no","fast","large","speed",0.35,"dimension","no","large fast report"
"8684",289,"paper","X",16,"no","speedy","blonde","speed",0.33,"color","no","blonde speedy paper"
"8685",289,"wind","X",17,"no","crocheted","mini","material",0.35,"dimension","no","mini crocheted wind"
"8686",289,"garbage","X",18,"no","curly","thin","physical",0.69,"dimension","no","thin curly garbage"
"8688",289,"casserole","X",20,"no","token","solid","X",0.34,"physical","no","solid token casserole"
"8689",289,"behavior","X",21,"no","frozen","senior","physical",0.24,"age","no","senior frozen behavior"
"8690",289,"student","X",22,"no","speedy","corduroy","speed",0.32,"material","no","corduroy speedy student"
"8693",289,"garbage","X",25,"no","plain","frozen","value",0.73,"physical","no","frozen plain garbage"
"8694",289,"day","X",26,"no","curly","red","physical",0.26,"color","no","red curly day"
"8695",289,"labrador","X",27,"no","smooth","junior","physical",0.23,"age","no","junior smooth labrador"
"8697",289,"lab","X",29,"no","professional","young","human",0.29,"age","no","young professional lab"
"8699",289,"film","X",31,"no","playful","red","human",0.67,"color","no","red playful film"
"8700",289,"system","X",32,"no","smooth","blonde","physical",0.35,"color","no","blonde smooth system"
"8703",290,"term","X",5,"no","crocheted","young","material",0.47,"age","no","young crocheted term"
"8716",290,"reinforcement","X",18,"no","individual","spicy","X",0.94,"physical","no","spicy individual reinforcement"
"8726",290,"place","X",28,"no","plain","fast","value",0.94,"speed","no","fast plain place"
"8730",290,"bag","X",32,"no","mixed","solid","X",0.96,"physical","no","solid mixed bag"
"8731",291,"feeling","X",3,"no","sweet","thick","physical",0.3,"dimension","no","thick sweet feeling"
"8733",291,"point","X",5,"no","mixed","slow","X",0.37,"speed","no","slow mixed point"
"8734",291,"family","X",6,"no","designated","slow","X",0.82,"speed","no","slow designated family"
"8736",291,"mouth","X",8,"no","creamy","creative","physical",0.56,"human","no","creative creamy mouth"
"8737",291,"code","X",9,"no","smooth","black","physical",0.03,"color","no","black smooth code"
"8738",291,"number","X",10,"no","smooth","English","physical",0.01,"nationality","no","English smooth number"
"8739",291,"city","X",11,"no","blonde","old","color",0.98,"age","no","old blonde city"
"8740",291,"puppy","X",12,"no","curly","wooden","physical",0.01,"material","no","wooden curly puppy"
"8742",291,"car","X",14,"no","circular","Vietnamese","shape",0,"nationality","no","Vietnamese circular car"
"8743",291,"death","X",15,"no","playful","narrow","human",0.04,"dimension","no","narrow playful death"
"8744",291,"corporation","X",16,"no","mixed","white","X",0.01,"color","no","white mixed corporation"
"8745",291,"hand","X",17,"no","speedy","internal","speed",0.02,"location","no","internal speedy hand"
"8746",291,"money","X",18,"no","different","yellow","X",0.03,"color","no","yellow different money"
"8747",291,"behavior","X",19,"no","token","playful","X",0.51,"human","no","playful token behavior"
"8749",291,"conversation","X",21,"no","creamy","Japanese","physical",0.03,"nationality","no","Japanese creamy conversation"
"8751",291,"tollway","X",23,"no","lavish","blonde","value",0.48,"color","no","blonde lavish tollway"
"8754",291,"city","X",26,"no","historical","senior","temporal",0.54,"age","no","senior historical city"
"8759",291,"boat","X",31,"no","potential","plain","X",0.01,"value","no","plain potential boat"
"8760",291,"garbage","X",32,"no","sad","large","human",0.99,"dimension","no","large sad garbage"
"8785",292,"lifestyle","X",27,"no","strange","red","value",0.62,"color","no","red strange lifestyle"
"8786",292,"valley","X",28,"no","potential","internal","X",0.66,"location","no","internal potential valley"
"8885",296,"sauce","X",7,"no","historical","entrepreneurial","temporal",0.33,"human","no","entrepreneurial historical sauce"
"8886",296,"dog","X",8,"no","frozen","selfish","physical",0.75,"human","no","selfish frozen dog"
"8888",296,"research","X",10,"no","frozen","wooden","physical",0.6,"material","no","wooden frozen research"
"8894",296,"slant","X",16,"no","potential","pleasant","X",0.73,"value","no","pleasant potential slant"
"8895",296,"luxury","X",17,"no","strange","gold","value",0.39,"material","no","gold strange luxury"
"8901",296,"feeling","X",23,"no","mixed","senior","X",0.71,"age","no","senior mixed feeling"
"8902",296,"research","X",24,"no","current","creamy","temporal",0.15,"physical","no","creamy current research"
"8903",296,"baby","X",25,"no","solid","red","physical",0.89,"color","no","red solid baby"
"8904",296,"wind","X",26,"no","creamy","selfish","physical",0.71,"human","no","selfish creamy wind"
"8905",296,"valley","X",27,"no","last","favorite","X",0.2,"value","no","favorite last valley"
"8907",296,"ride","X",29,"no","purple","junior","color",0.21,"age","no","junior purple ride"
"8920",297,"actor","X",12,"no","different","yellow","X",0.48,"color","no","yellow different actor"
"8923",297,"trial","X",15,"no","corduroy","old","material",0.73,"age","no","old corduroy trial"
"8926",297,"system","X",18,"no","lacy","entrepreneurial","physical",0.17,"human","no","entrepreneurial lacy system"
"8927",297,"shrimp","X",19,"no","international","junior","nationality",0.76,"age","no","junior international shrimp"
"8929",297,"life","X",21,"no","potential","curly","X",0.24,"physical","no","curly potential life"
"8932",297,"sound","X",24,"no","fast","crocheted","speed",0.12,"material","no","crocheted fast sound"
"8933",297,"autobiography","X",25,"no","thin","blonde","dimension",0.2,"color","no","blonde thin autobiography"
"8936",297,"crime","X",28,"no","internal","young","location",0.83,"age","no","young internal crime"
"8940",297,"coke","X",32,"no","token","blonde","X",0.1,"color","no","blonde token coke"
"8945",298,"nation","X",7,"no","favorite","speedy","value",0.54,"speed","no","speedy favorite nation"
"8950",298,"truth","X",12,"no","frozen","thick","physical",0.52,"dimension","no","thick frozen truth"
"8957",298,"death","X",19,"no","frozen","Brazilian","physical",0.51,"nationality","no","Brazilian frozen death"
"8959",298,"casserole","X",21,"no","crocheted","blue","material",0.88,"color","no","blue crocheted casserole"
"8966",298,"spaghetti","X",28,"no","speedy","thin","speed",0.99,"dimension","no","thin speedy spaghetti"
"8977",299,"labrador","X",9,"no","best","fast","value",0.09,"speed","no","fast best labrador"
"9023",300,"spaghetti","X",25,"no","Hispanic","corduroy","nationality",0.57,"material","no","corduroy Hispanic spaghetti"
"9032",301,"style","X",4,"no","open","blonde","dimension",0.37,"color","no","blonde open style"
"9099",303,"crime","X",11,"no","solid","blonde","physical",0.53,"color","no","blonde solid crime"
"9114",303,"meat","X",26,"no","thick","junior","dimension",0.52,"age","no","junior thick meat"
"9116",303,"sand","X",28,"no","last","young","X",0.51,"age","no","young last sand"
"9119",303,"rate","X",31,"no","best","curly","value",0.5,"physical","no","curly best rate"
"9128",304,"grandfather","X",10,"no","favorite","long","value",0.73,"dimension","no","long favorite grandfather"
"9130",304,"ski","X",12,"no","curly","mini","physical",0.56,"dimension","no","mini curly ski"
"9132",304,"food","X",14,"no","curly","Vietnamese","physical",0.54,"nationality","no","Vietnamese curly food"
"9140",304,"resort","X",22,"no","crocheted","long","material",0.6,"dimension","no","long crocheted resort"
"9146",304,"engine","X",28,"no","favorite","spicy","value",0.55,"physical","no","spicy favorite engine"
"9178",305,"lab","X",30,"no","token","selfish","X",0.97,"human","no","selfish token lab"
"9241",308,"music","X",3,"no","potential","speedy","X",0,"speed","no","speedy potential music"
"9245",308,"term","X",7,"no","overhead","purple","location",0,"color","no","purple overhead term"
"9256",308,"grandfather","X",18,"no","creamy","playful","physical",0,"human","no","playful creamy grandfather"
"9262",308,"environment","X",24,"no","gold","closest","material",0,"location","no","closest gold environment"
"9267",308,"parent","X",29,"no","corduroy","closest","material",0.25,"location","no","closest corduroy parent"
"9336",311,"rate","X",8,"no","different","Brazilian","X",0.21,"nationality","no","Brazilian different rate"
"9339",311,"college","X",11,"no","smooth","blonde","physical",0,"color","no","blonde smooth college"
"9340",311,"grandfather","X",12,"no","prestigious","spicy","value",0.01,"physical","no","spicy prestigious grandfather"
"9342",311,"ski","X",14,"no","thick","young","dimension",0,"age","no","young thick ski"
"9343",311,"level","X",15,"no","designated","thin","X",0.76,"dimension","no","thin designated level"
"9345",311,"corporation","X",17,"no","long","green","dimension",0,"color","no","green long corporation"
"9346",311,"actor","X",18,"no","frozen","playful","physical",0,"human","no","playful frozen actor"
"9349",311,"lettering","X",21,"no","spicy","civilized","physical",1,"human","no","civilized spicy lettering"
"9354",311,"country","X",26,"no","creamy","red","physical",0,"color","no","red creamy country"
"9355",311,"stuff","X",27,"no","Brazilian","overhead","nationality",1,"location","no","overhead Brazilian stuff"
"9359",311,"income","X",31,"no","unique","green","X",0,"color","no","green unique income"
"9361",312,"environment","X",3,"no","square","international","shape",0.11,"nationality","no","international square environment"
"9362",312,"child","X",4,"no","circular","playful","shape",0.16,"human","no","playful circular child"
"9364",312,"point","X",6,"no","square","overhead","shape",0.19,"location","no","overhead square point"
"9365",312,"pan","X",7,"no","lacy","English","physical",0.09,"nationality","no","English lacy pan"
"9366",312,"meat","X",8,"no","square","internal","shape",0.07,"location","no","internal square meat"
"9367",312,"number","X",9,"no","curly","old","physical",0.09,"age","no","old curly number"
"9368",312,"conversation","X",10,"no","lavish","wooden","value",0.08,"material","no","wooden lavish conversation"
"9370",312,"being","X",12,"no","exciting","long","value",0.97,"dimension","no","long exciting being"
"9371",312,"dog","X",13,"no","lavish","thin","value",0.97,"dimension","no","thin lavish dog"
"9373",312,"autobiography","X",15,"no","best","smooth","value",0.92,"physical","no","smooth best autobiography"
"9374",312,"term","X",16,"no","potential","black","X",0.09,"color","no","black potential term"
"9376",312,"wood","X",18,"no","slow","thin","speed",0.05,"dimension","no","thin slow wood"
"9377",312,"environment","X",19,"no","solid","senior","physical",0.09,"age","no","senior solid environment"
