Item_ID	Sentence	SentenceLength	Adjective	FQ_Adjective	P_Adjective	Noun	FQ_Noun	P_Noun	NP	NPParse	PrevAdjective	FQ_PrevAdjective	P_PrevAdjective	PrevPrevAdjective	FQ_PrevPrevAdjective	P_PrevPrevAdjective	PrevAdj	PrevPrevAdj
82963:36	what about, what about voters in the other countries that you were talking about *t*-1?	15	other	1208 	0.00100718872615639	countries	91 	7.58726606624434e-05	the other countries	(NP (DT the) (JJ other) (NNS countries))							no	
82964:10	like in the european countries where they have higher turnouts *t*-1? and, well, the newer democracies	16	european	13 	1.08389515232062e-05	countries	91 	7.58726606624434e-05	the european countries	(NP (DT the) (JJ European) (NNS countries))							no	
82964:28	like in the european countries where they have higher turnouts *t*-1? and, well, the newer democracies	16	higher	69 	5.75298196231713e-05	turnouts	3 	2.50129650535528e-06	higher turnouts	(NP (JJR higher) (NNS turnouts))							no	
82964:47	like in the european countries where they have higher turnouts *t*-1? and, well, the newer democracies	16	newer	17 	1.41740135303466e-05	democracies	1 	8.33765501785092e-07	the newer democracies	(NP (DT the) (JJR newer) (NNS democracies))							no	
82968:29	well, i don't know if they have higher turnouts overall.	11	higher	69 	5.75298196231713e-05	turnouts	3 	2.50129650535528e-06	higher turnouts	(NP (JJR higher) (NNS turnouts))							no	
82977:56	i think that we just discovered in this, in, in the indian elections is th-, one of the greatest greatest and massive things in, in the world.	27	indian	10 	8.33765501785092e-06	elections	15 	1.25064825267764e-05	the indian elections	(NP (DT the) (RS (-DFL- \])) (JJ Indian) (NNS elections))							no	
82999:104	but th-, but, you know, everything is relative to when, uh, eh, w-w-, you know, we had higher turnouts *t*-1 because at that time we cur-, talk about the turnout relative to the eligible voter, right?	36	higher	69 	5.75298196231713e-05	turnouts	3 	2.50129650535528e-06	higher turnouts	(NP (JJR higher) (NNS turnouts))							no	
82999:160	but th-, but, you know, everything is relative to when, uh, eh, w-w-, you know, we had higher turnouts *t*-1 because at that time we cur-, talk about the turnout relative to the eligible voter, right?	36	eligible	9 	7.50388951606583e-06	voter	8 	6.67012401428074e-06	the eligible voter	(NP (DT the) (JJ eligible) (NN voter))							no	
83004:85	but, but before these enormous, before this voting rights act, what we had *t*-1 was a, a great deal of our population, uh, mainly the blacks in the south and the hispanics were precluded *-2 by, by, uh, voting laws, uh, from * reg-, from their eligibility * to register.	50	great	570 	0.000475246336017502	deal	183 	0.000152579086826672	a great deal	(NP (DT a) (RS (-DFL- \])) (JJ great) (NN deal))							no	
83026:44	you know, the-, it was skewed *-1 by the eligible voters being less than the total population of...	19	eligible	9 	7.50388951606583e-06	voters	11 	9.17142051963601e-06	the eligible voters	(NP-SBJ (DT the) (JJ eligible) (NNS voters))							no	
83026:62	you know, the-, it was skewed *-1 by the eligible voters being less than the total population of...	19	total	42 	3.50181510749739e-05	population	36 	3.00155580642633e-05	the total population	(NP (DT the) (JJ total) (NN population))							no	
83035:63	i think 0 the high-, there's a higher percentage in, in certain black areas of voters.	17	black	68 	5.66960541213863e-05	areas	117 	9.75505637088558e-05	certain black areas	(NP (JJ certain) (JJ black) (NNS areas))	certain	188 	0.000156747914335597				yes	no
83041:50	i mean, i think 0 in this sort of conversation we can only do our own reaction.	17	own	306 	0.000255132243546238	reaction	11 	9.17142051963601e-06	our own reaction	(NP (PRP$ our) (JJ own) (NN reaction))							no	
83047:59	but you know that just made me think of something that *t*-1 happened down here in dallas last year.	19	last	602 	0.000501926832074625	year	1009 	0.000841269391301158	last year	(NP-TMP (JJ last) (NN year))							no	
83048:11	they have this huge fight *ich*-1 going over redistricting here.	10	huge	58 	4.83583991035353e-05	fight	30 	2.50129650535528e-05	this huge fight	(NP (DT this) (JJ huge) (NN fight))							no	
83057:41	i mean, it was r-, it was a major issue,	10	major	134 	0.000111724577239202	issue	67 	5.58622886196012e-05	a major issue	(NP-PRD (DT a) (JJ major) (NN issue))							no	
83058:16	and there still wasn't enough minority vote * to get, to pass the plan that they were backing *t*-1.	20	enough	369 	0.000307659470158699	minority	13 	1.08389515232062e-05	enough minority vote * to get, to pass the plan that they were backing *t*-1	(NP-PRD (JJ enough) (NN minority) (NN vote) (S (NP-SBJ (-NONE- *)) (EDITED (RM (-DFL- \[)) (VP (TO to) (VP-UNF (VB get))) (, ,) (IP (-DFL- \+))) (VP (TO to) (VP (VB pass) (RS (-DFL- \])) (NP (NP (DT the) (NN plan)) (SBAR (WHNP-1 (WDT that)) (S (NP-SBJ (PRP they)) (VP (VBD were) (VP (VBG backing) (NP (-NONE- *T*-1)))))))))))							no	
83066:24	and we are saying 0 we have lower voter turnout.	10	lower	48 	4.00207440856844e-05	voter	8 	6.67012401428074e-06	lower voter turnout	(NP (JJR lower) (NN voter) (NN turnout))							no	
83082:17	and when, uh, difficult decisions, uh, are made *-1 *t*-2, uh, uh, uh, they generally prove out *-3 to be right by things that *t*-4 occur later on.	28	difficult	102 	8.50440811820794e-05	decisions	26 	2.16779030464124e-05	difficult decisions	(NP-SBJ-1 (JJ difficult) (NNS decisions))							no	
83086:45	uh, i know 0 in some cases now in some states, depending on the criminal code, uh, a unanimous verdict is not required *-1.	24	criminal	61 	5.08596956088906e-05	code	20 	1.66753100357018e-05	the criminal code	(NP (DT the) (JJ criminal) (NN code))							no	
83086:59	uh, i know 0 in some cases now in some states, depending on the criminal code, uh, a unanimous verdict is not required *-1.	24	unanimous	31 	2.58467305553378e-05	verdict	21 	1.75090755374869e-05	a unanimous verdict	(NP-SBJ-1 (DT a) (JJ unanimous) (NN verdict))							no	
83097:6	on the other hand, uh, attorney, uh, uh, justices are more apt *-1 to, uh, understand, you know, the cr-, the prison crowding problems and things like that, and have that sway their decisions one way or the other. you know.	41	other	1208 	0.00100718872615639	hand	127 	0.000105888218726707	the other hand	(NP (DT the) (JJ other) (NN hand))							no	
83102:82	but, i mean, is not that, uh, is that a reflection *ich*-1 then of what *t*-2 is really happening in the real world?	23	real	1010 	0.000842103156802943	world	202 	0.000168420631360589	the real world	(NP (DT the) (JJ real) (NN world))							no	
83106:14	and the people in various states, it does not seem that people want *-1 to be taxed *-2 *-2 to build more prisons. or even in, for that matter, uh, repair the, uh, the lack of judges and, and, and other, uh,	42	various	41 	3.41843855731888e-05	states	114 	9.50492672035005e-05	various states	(NP (JJ various) (NNS states))							no	
83106:69	and the people in various states, it does not seem that people want *-1 to be taxed *-2 *-2 to build more prisons. or even in, for that matter, uh, repair the, uh, the lack of judges and, and, and other, uh,	42	more	1696 	0.00141406629102752	prisons	18 	1.50077790321317e-05	more prisons	(NP (JJR more) (NNS prisons))							no	
83110:71	i think, uh, 0 the judges are trying *-1 to save the people from * having to, the cost of new prisons.	22	new	555 	0.000462739853490726	prisons	18 	1.50077790321317e-05	new prisons	(NP (JJ new) (NNS prisons))							no	
83131:104	but in florida now, uh, uh, uh, at eighteen years, someone was just sentenced *-1 to eighteen years, i heard it on today, uh, without any specific recommendation for, uh, uh, uh, uh, uh, uh, * waving the normal, uh, procedures.	41	specific	19 	1.58415445339167e-05	recommendation	3 	2.50129650535528e-06	any specific recommendation	(NP (DT any) (JJ specific) (NN recommendation))							no	
83136:8	and indeed the present overcrowding conditions, uh, prevail.	8	overcrowding	6 	5.00259301071055e-06	conditions	14 	1.16727170249913e-05	the present overcrowding conditions	(NP-SBJ (DT the) (JJ present) (JJ overcrowding) (NNS conditions))	present	33 	2.7514261558908e-05				yes	no
83151:20	in the, in the very end	6	very	1360 	0.00113392108242772	end	268 	0.000223449154478405	the very end	(NP (DT the) (RS (-DFL- \])) (JJ very) (NN end))							no	
83159:35	that most of it is plea bargained *-1, uh, half way through	12	half	256 	0.000213443968456984	way	1105 	0.000921310879472527	half way	(NP (JJ half) (NN way))							no	
83166:69	or do you, do you know in virginia whether it is, if they have smaller juries	16	smaller	42 	3.50181510749739e-05	juries	31 	2.58467305553378e-05	smaller juries	(NP (JJR smaller) (NNS juries))							no	
83177:11	it was not any serious crimes.	6	serious	51 	4.25220405910397e-05	crimes	77 	6.41999436374521e-05	any serious crimes	(NP-PRD (DT any) (JJ serious) (NNS crimes))							no	
83178:14	so apparently even for the smallest crimes, they give the person the, you know, any felony anyways.	17	smallest	2 	1.66753100357018e-06	crimes	77 	6.41999436374521e-05	the smallest crimes	(NP (DT the) (JJS smallest) (NNS crimes))							no	
83186:26	i guess 0 we always focus on criminal trials with th-, with the jury.	14	criminal	61 	5.08596956088906e-05	trials	14 	1.16727170249913e-05	criminal trials	(NP (JJ criminal) (NNS trials))							no	
83194:18	* takes a heck of a long time, i guess, * to get there in some states.	17	long	545 	0.000454402198472875	time	1872 	0.00156080901934169	a long time	(NP (DT a) (JJ long) (NN time))							no	
83199:56	i should imagine 0 virginia, from what i read *t*-1, uh, uh, is like every other state.	17	other	1208 	0.00100718872615639	state	249 	0.000207607609944488	every other state	(NP (DT every) (JJ other) (NN state))							no	
83200:45	it, it is faced *-1 with, uh, uh, enormous costs * to maintain the jury system and the prison system and the entire trial system.	25	enormous	7 	5.83635851249564e-06	costs	65 	5.4194757616031e-05	enormous costs	(NP (JJ enormous) (NNS costs))							no	
83200:79	it, it is faced *-1 with, uh, uh, enormous costs * to maintain the jury system and the prison system and the entire trial system.	25	entire	42 	3.50181510749739e-05	trial	59 	4.91921646053204e-05	the entire trial system	(NP (DT the) (JJ entire) (NN trial) (NN system))							no	
83254:77	but there, there definitely is, uh, uh, you know, to me the, one of the worst things that *t*-1 could ever happen, uh, from what i read and see and understand *t*-2.	32	worst	43 	3.5851916576759e-05	things	1752 	0.00146075715912748	the worst things	(NP (DT the) (RS (-DFL- \])) (JJS worst) (NNS things))							no	
83275:32	of course th-, it is a constitutional right that the press must have *t*-1 here, is th-, the interviewing of jurors after the trial.	24	constitutional	4 	3.33506200714037e-06	right	4594 	0.00383031871520071	a constitutional right	(NP (DT a) (JJ constitutional) (NN right))							no	
83285:6	on the other hand though, when, uh-, after the barry trial, up here, you know, the big local trial, as well as national.	23	other	1208 	0.00100718872615639	hand	127 	0.000105888218726707	the other hand	(NP (DT the) (JJ other) (NN hand))							no	
83285:60	on the other hand though, when, uh-, after the barry trial, up here, you know, the big local trial, as well as national.	23	local	82 	6.83687711463775e-05	trial	59 	4.91921646053204e-05	the big local trial	(NP (DT the) (JJ big) (JJ local) (NN trial))	big	687 	0.000572796899726358				yes	no
83317:17	no doubt in my mind the federal government picked him out and selected him to be prosecuted *-1.	18	federal	45 	3.75194475803291e-05	government	173 	0.000144241431808821	the federal government	(NP-SBJ (DT the) (JJ federal) (NN government))							no	
83346:13	and the prosecutors do a lousy job,	7	lousy	12 	1.00051860214211e-05	job	374 	0.000311828297667624	a lousy job	(NP (DT a) (JJ lousy) (NN job))							no	
83375:9	it's a little tercel.	5	little	1416 	0.00118061195052769	tercel	1 	8.33765501785092e-07	a little tercel	(NP-PRD (DT a) (JJ little) (NNP Tercel))							no	
83407:18	and he put it on the little thing 0 he has *t*-1 in there 0 *t*-2 to test them	19	little	1416 	0.00118061195052769	thing	1372 	0.00114392626844915	the little thing	(NP (DT the) (JJ little) (NN thing))							no	
83411:30	and we took the car up to, um, a little place called * pep boys,	15	little	1416 	0.00118061195052769	place	406 	0.000338508793724747	a little place	(NP (DT a) (JJ little) (NN place))							no	
83422:5	and the only problem was that, uh, it had *-1 to be a genuine toyota, uh, alternator because most of the other ones that they say 0 *t*-2 will fit it, that, that, you know, they sit in there and everything	41	only	724 	0.000603646223292407	problem	525 	0.000437726888437173	the only problem	(NP-SBJ (DT the) (JJ only) (NN problem))							no	
83422:42	and the only problem was that, uh, it had *-1 to be a genuine toyota, uh, alternator because most of the other ones that they say 0 *t*-2 will fit it, that, that, you know, they sit in there and everything	41	genuine	7 	5.83635851249564e-06	toyota	15 	1.25064825267764e-05	a genuine toyota, uh, alternator	(NP-PRD (DT a) (JJ genuine) (NNP Toyota) (, ,) (INTJ (UH uh)) (, ,) (NN alternator))							no	
83422:70	and the only problem was that, uh, it had *-1 to be a genuine toyota, uh, alternator because most of the other ones that they say 0 *t*-2 will fit it, that, that, you know, they sit in there and everything	41	other	1208 	0.00100718872615639	ones	271 	0.00022595045098376	the other ones	(NP (DT the) (JJ other) (NNS ones))							no	
83423:15	but there's just some little difference that, um, *t*-1 causes it not to work an i-,	17	little	1416 	0.00118061195052769	difference	133 	0.000110890811737417	some little difference	(NP (DT some) (JJ little) (NN difference))							no	
83430:30	and that was my, that was my last experience.	9	last	602 	0.000501926832074625	experience	114 	9.50492672035005e-05	my last experience	(NP-PRD (PRP$ my) (RS (-DFL- \])) (JJ last) (NN experience))							no	
83433:10	there's a little sensing device, uh, in front of my, uh, um, i'm not sure, right in front of the f-, fan,	24	little	1416 	0.00118061195052769	sensing	3 	2.50129650535528e-06	a little sensing device	(NP (DT a) (JJ little) (NN sensing) (NN device))							no	
83447:8	uh, this little sensing device costed like sixty bucks.	9	little	1416 	0.00118061195052769	sensing	3 	2.50129650535528e-06	this little sensing device	(NP-SBJ (DT this) (JJ little) (NN sensing) (NN device))							no	
83458:27	uh, and then, you know just basic maintenance and oil changes	11	basic	49 	4.08545095874695e-05	maintenance	17 	1.41740135303466e-05	basic maintenance	(NP (JJ basic) (NN maintenance))							no	
83461:32	i've, i think 0 the first time i tried *-1 to do one and ended up, um, *-1 trying *-2 to ge-, uh,	24	first	572 	0.000476913867021073	time	1872 	0.00156080901934169	the first time	(NP-TMP (DT the) (JJ first) (NN time))							no	
83510:69	and, uh, the rest of it was, you know, it's just basically * driving a long ways to work.	20	long	545 	0.000454402198472875	ways	99 	8.25427846767241e-05	a long ways	(NP (DT a) (JJ long) (NNS ways))							no	
83513:14	but still i drive a long ways.	7	long	545 	0.000454402198472875	ways	99 	8.25427846767241e-05	a long ways	(NP (DT a) (JJ long) (NNS ways))							no	
83517:107	but i guess 0 because they're highway miles, you know, it's not so bad on your car as, as if it, you know, were just regular street, you know.	31	regular	94 	7.83739571677986e-05	street	88 	7.33713641570881e-05	regular street, you know	(NP-UNF (JJ regular) (NN street) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know)))))							no	
83533:2	fake point things,	3	fake	2 	1.66753100357018e-06	point	288 	0.000240124464514106	fake point things,	(NP (JJ fake) (NN point) (NNS things) (, ,) (-DFL- E_S))							no	
83543:10	it's the same number that you, that you call *t*-1 *-2 to make a call.	16	same	533 	0.000444397012451454	number	190 	0.000158415445339167	the same number	(NP (DT the) (JJ same) (NN number))							no	
83561:25	th-, this is the first time 0 i've been called *-2 *t*-1 in a long time	17	first	572 	0.000476913867021073	time	1872 	0.00156080901934169	the first time	(NP (DT the) (JJ first) (NN time))							no	
83561:58	th-, this is the first time 0 i've been called *-2 *t*-1 in a long time	17	long	545 	0.000454402198472875	time	1872 	0.00156080901934169	a long time	(NP (DT a) (JJ long) (NN time))							no	
83582:19	and, uh, it had a whole lot of miles on it.	11	whole	468 	0.000390202254835423	lot	2469 	0.00205856702390739	a whole lot	(NP (DT a) (JJ whole) (NN lot))							no	
83584:43	an i, an i did get a couple of good years out of it	14	good	2181 	0.00181844255939329	years	1151 	0.000959664092554641	good years	(NP (JJ good) (NNS years))							no	
83598:13	i think 0 those old cars might, might be a pretty good bet because you,	15	old	525 	0.000437726888437173	cars	176 	0.000146742728314176	those old cars	(NP-SBJ (DT those) (JJ old) (NNS cars))							no	
83607:35	this things was, the body was in good condition	9	good	2181 	0.00181844255939329	condition	12 	1.00051860214211e-05	good condition	(NP (JJ good) (NN condition))							no	
83618:38	i read a book *ich*-3 one time that *t*-1 said that the best cars were made *-2 before seventy-four.	19	best	204 	0.000170088162364159	cars	176 	0.000146742728314176	the best cars	(NP-SBJ-2 (DT the) (JJS best) (NNS cars))							no	
83628:11	and they last a long time.	6	long	545 	0.000454402198472875	time	1872 	0.00156080901934169	a long time	(NP-TMP (DT a) (JJ long) (NN time))							no	
83639:89	and if you, i guess 0 if you keep *-1 trad-, changing them out you can keep a car for a long time.	23	long	545 	0.000454402198472875	time	1872 	0.00156080901934169	a long time	(NP (DT a) (JJ long) (NN time))							no	
83640:25	course i guess 0 i could do the same thing with the, the toyota that i have *t*-1,	18	same	533 	0.000444397012451454	thing	1372 	0.00114392626844915	the same thing	(NP (DT the) (JJ same) (NN thing))							no	
83647:47	but i just think 0 they cost too much in the, in the first place, now a days.	18	first	572 	0.000476913867021073	place	406 	0.000338508793724747	the first place	(NP (DT the) (RS (-DFL- \])) (JJ first) (NN place))							no	
83679:22	we bought a, a large house that *t*-1 was completely unlandscaped.	11	large	120 	0.000100051860214211	house	494 	0.000411880157881835	a large house	(NP (DT a) (RS (-DFL- \])) (JJ large) (NN house))							no	
83687:12	and we hired a professional landscaper to do it.	9	professional	39 	3.25168545696186e-05	landscaper	1 	8.33765501785092e-07	a professional landscaper	(NP-SBJ (DT a) (JJ professional) (NN landscaper))							no	
83692:32	and so i am kind of at this point getting a little bit broke and deciding that what we are going *-1 to do *t*-2 is 0 we are just going *-3 to struggle through the rest of this year, probably through the fall too. and, uh, rip up, rip out all the rest of these junipers or anything that *t*-4 requires, uh, more care than i am willing * to give the kids *t*-5 and replace it with hollies.	80	little	1416 	0.00118061195052769	bit	555 	0.000462739853490726	a little bit	(NP (DT a) (JJ little) (NN bit))							no	
83692:217	and so i am kind of at this point getting a little bit broke and deciding that what we are going *-1 to do *t*-2 is 0 we are just going *-3 to struggle through the rest of this year, probably through the fall too. and, uh, rip up, rip out all the rest of these junipers or anything that *t*-4 requires, uh, more care than i am willing * to give the kids *t*-5 and replace it with hollies.	80	more	1696 	0.00141406629102752	care	494 	0.000411880157881835	more care	(NP (JJR more) (NN care))							no	
83726:17	well, i did for many years.	6	many	575 	0.000479415163526428	years	1151 	0.000959664092554641	many years	(NP (JJ many) (NNS years))							no	
83742:16	are you one of these, uh, howard garrett, organic enthusiasts or a, neil sperry, * nuke the lawn with chemicals?	20	organic	4 	3.33506200714037e-06	enthusiasts	1 	8.33765501785092e-07	these, uh, howard garrett, organic enthusiasts	(NP (DT these) (, ,) (INTJ (UH uh)) (, ,) (NNP Howard) (NNP Garrett) (, ,) (JJ organic) (NNS enthusiasts))							no	
83750:14	i do not have a real big front yard.	9	front	93 	7.75401916660136e-05	yard	95 	7.92077226695837e-05	a real big front yard	(NP (DT a) (ADJP (RB real) (JJ big)) (JJ front) (NN yard))							no	
83791:22	well you should of just ripped the whole thing out.	10	whole	468 	0.000390202254835423	thing	1372 	0.00114392626844915	the whole thing	(NP (DT the) (JJ whole) (NN thing))							no	
83795:9	i love those pink flowers.	5	pink	13 	1.08389515232062e-05	flowers	39 	3.25168545696186e-05	those pink flowers	(NP (DT those) (JJ pink) (NNS flowers))							no	
83797:33	so i just cut the leaves off and transplant and put some other plants down. because i want them to come back up next year.	25	other	1208 	0.00100718872615639	plants	45 	3.75194475803291e-05	some other plants	(NP (DT some) (JJ other) (NNS plants))							no	
83797:70	so i just cut the leaves off and transplant and put some other plants down. because i want them to come back up next year.	25	next	256 	0.000213443968456984	year	1009 	0.000841269391301158	next year	(NP-TMP (JJ next) (NN year))							no	
83800:9	is this the first year 0 they have been up *t*-1?	11	first	572 	0.000476913867021073	year	1009 	0.000841269391301158	the first year	(NP (DT the) (JJ first) (NN year))							no	
83819:21	and if they do come back next year, they are going *-1 to look real puny.	16	next	256 	0.000213443968456984	year	1009 	0.000841269391301158	next year	(NP-TMP (JJ next) (NN year))							no	
83827:4	about the only bloom, bulb that *t*-1 repeats well in my area is the, uh, uh, daffodil and some of the narcissus bulb.	23	only	724 	0.000603646223292407	bulb	6 	5.00259301071055e-06	about the only bloom, bulb	(NP (RB About) (DT the) (JJ only) (EDITED (RM (-DFL- \[)) (NN bloom) (, ,) (IP (-DFL- \+))) (NN bulb))							no	
83849:17	oh, they come in all different colors.	7	different	614 	0.000511932018096046	colors	33 	2.7514261558908e-05	all different colors	(NP (RB all) (JJ different) (NNS colors))							no	
83850:52	the blooms 0 *t*-1 are, on some of them is yellow, purple, white. just all different colors.	17	different	614 	0.000511932018096046	colors	33 	2.7514261558908e-05	just all different colors	(NP (RB Just) (RB all) (JJ different) (NNS colors))							no	
83855:10	you get one big flower that *t*-1 looks like a lily.	11	big	687 	0.000572796899726358	flower	28 	2.33454340499826e-05	one big flower	(NP (CD one) (JJ big) (NN flower))							no	
83870:14	and our neighborhood is a planned development with, i think, 0 it is *rnr*-1 seven hundred and fifty-five families.	19	planned	19 	1.58415445339167e-05	development	20 	1.66753100357018e-05	a planned development	(NP (DT a) (JJ planned) (NN development))							no	
83884:144	i have got some in the backyard that *t*-1 bloomed blue. which i would not, would have liked *t*-3 those in the front because they match my porch and stuff better. and then some on the side of the house with the dusty purple color. with little purple spots that it, *t*-2 it will fade into a solid purple.	59	purple	14 	1.16727170249913e-05	color	53 	4.41895715946099e-05	the dusty purple color	(NP (DT the) (JJ dusty) (JJ purple) (NN color))	dusty	2 	1.66753100357018e-06				yes	no
83884:159	i have got some in the backyard that *t*-1 bloomed blue. which i would not, would have liked *t*-3 those in the front because they match my porch and stuff better. and then some on the side of the house with the dusty purple color. with little purple spots that it, *t*-2 it will fade into a solid purple.	59	purple	14 	1.16727170249913e-05	spots	15 	1.25064825267764e-05	little purple spots	(NP (JJ little) (JJ purple) (NNS spots))	little	1416 	0.00118061195052769				yes	no
83884:202	i have got some in the backyard that *t*-1 bloomed blue. which i would not, would have liked *t*-3 those in the front because they match my porch and stuff better. and then some on the side of the house with the dusty purple color. with little purple spots that it, *t*-2 it will fade into a solid purple.	59	solid	17 	1.41740135303466e-05	purple	14 	1.16727170249913e-05	a solid purple	(NP (DT a) (JJ solid) (NN purple))							no	
83889:2	green spiky leaves.	3	spiky	1 	8.33765501785092e-07	leaves	28 	2.33454340499826e-05	green spiky leaves.	(NP (JJ Green) (JJ spiky) (NNS leaves) (. .) (-DFL- E_S))	green	61 	5.08596956088906e-05				yes	no
83899:79	oh, i bet you 0 those are, i bet you 0 what those things are *t*-1, uh, is a dutch iris.	21	dutch	6 	5.00259301071055e-06	iris	5 	4.16882750892546e-06	a dutch iris	(NP-PRD (DT a) (JJ Dutch) (NN iris))							no	
83901:2	dutch irises.	2	dutch	6 	5.00259301071055e-06	irises	3 	2.50129650535528e-06	dutch irises.	(NP (JJ Dutch) (NNS irises) (. .) (-DFL- E_S))							no	
83903:22	i bet you 0 it is a dutch iris.	9	dutch	6 	5.00259301071055e-06	iris	5 	4.16882750892546e-06	a dutch iris	(NP-PRD (DT a) (JJ Dutch) (NN iris))							no	
83934:3	right about the same time or after.	7	same	533 	0.000444397012451454	time	1872 	0.00156080901934169	right about the same time	(NP (ADVP (RB Right) (RB about)) (DT the) (JJ same) (NN time))							no	
83937:25	i will bet you 0 those are dutch iris.	9	dutch	6 	5.00259301071055e-06	iris	5 	4.16882750892546e-06	dutch iris	(NP-PRD (JJ Dutch) (NN iris))							no	
83939:46	i would took, i took and just mowed over them last year.	12	last	602 	0.000501926832074625	year	1009 	0.000841269391301158	last year	(NP-TMP (JJ last) (NN year))							no	
83950:20	but i took them out of my front yard,	9	front	93 	7.75401916660136e-05	yard	95 	7.92077226695837e-05	my front yard	(NP (PRP$ my) (JJ front) (NN yard))							no	
83951:81	and i just threw them on the side, * intending *-1 to transplant them or throw them away or something. and forgot about them through the whole winter.	28	whole	468 	0.000390202254835423	winter	86 	7.17038331535179e-05	the whole winter	(NP (DT the) (JJ whole) (NN Winter))							no	
83957:24	and they told me that they are the hardest things 0 * to, you know, to kill *t*-1.	18	hardest	13 	1.08389515232062e-05	things	1752 	0.00146075715912748	the hardest things 0 * to, you know, to kill *t*-1	(NP-PRD (DT the) (JJS hardest) (NNS things) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (EDITED (RM (-DFL- \[)) (VP-UNF (TO to)) (, ,) (IP (-DFL- \+))) (PRN (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (VP (TO to) (RS (-DFL- \])) (VP (VB kill) (NP (-NONE- *T*-1)))))))							no	
83967:38	well then it is not, it is not a dutch iris then.	12	dutch	6 	5.00259301071055e-06	iris	5 	4.16882750892546e-06	a dutch iris	(NP-PRD (DT a) (JJ Dutch) (NN iris))							no	
83990:2	last spring.	2	last	602 	0.000501926832074625	spring	81 	6.75350056445924e-05	last spring.	(NP-TMP (JJ last) (NN Spring) (. .) (-DFL- E_S))							no	
83991:44	we moved in here may, this house, may of last year.	11	last	602 	0.000501926832074625	year	1009 	0.000841269391301158	last year	(NP (JJ last) (NN year))							no	
83995:165	because i have got a flower, i have got, i have probably got, do, do, do, do, i do not know how many square feet it is *t*-1, a big circular driveway.	32	circular	3 	2.50129650535528e-06	driveway	4 	3.33506200714037e-06	a big circular driveway	(NP (DT a) (JJ big) (JJ circular) (NN driveway))	big	687 	0.000572796899726358				yes	no
84010:61	i am wanting bl-, i want blue and purple and, you know, just different shades of that. because my, my house is gray,	23	different	614 	0.000511932018096046	shades	3 	2.50129650535528e-06	different shades	(NP (JJ different) (NNS shades))							no	
84020:12	do you want a perennial flower that *t*-1 will bloom all summer?	12	perennial	4 	3.33506200714037e-06	flower	28 	2.33454340499826e-05	a perennial flower	(NP (DT a) (JJ perennial) (NN flower))							no	
84023:45	well, i would like *-1 to have one that *t*-2 would bloom next year too. that *t*-3 will come back up.	21	next	256 	0.000213443968456984	year	1009 	0.000841269391301158	next year	(NP-TMP (JJ next) (NN year))							no	
84026:12	* put in a perennial blue salvia.	7	blue	51 	4.25220405910397e-05	salvia	3 	2.50129650535528e-06	a perennial blue salvia	(NP (DT a) (JJ perennial) (JJ blue) (NN salvia))	perennial	4 	3.33506200714037e-06				yes	no
84047:4	the other thing 0 * to do *t*-1 if you, re-, really like the hyacinths, and i do, is that before you plant those bulbs, * stick them in the refrigerator for five weeks or so * to cool them.	40	other	1208 	0.00100718872615639	thing	1372 	0.00114392626844915	the other thing	(NP (DT The) (JJ other) (NN thing))							no	
84072:50	and it will, it, but it insists on full sun.	10	full	131 	0.000109223280733847	sun	20 	1.66753100357018e-05	full sun	(NP (JJ full) (NN sun))							no	
84092:12	it is really a pretty plant.	6	pretty	1079 	0.000899632976426114	plant	50 	4.16882750892546e-05	a pretty plant	(NP-PRD (DT a) (JJ pretty) (NN plant))							no	
84117:47	and they send out this, this spike that *t*-1 has this purple ball on the top of it.	18	purple	14 	1.16727170249913e-05	ball	49 	4.08545095874695e-05	this purple ball	(NP (DT this) (JJ purple) (NN ball))							no	
84118:5	but that purple ball,	4	purple	14 	1.16727170249913e-05	ball	49 	4.08545095874695e-05	that purple ball	(NP-SBJ (DT that) (JJ purple) (NN ball))							no	
84193:21	well, we live in north tex-, north dallas which *t*-1 is like a suburb, near a suburb called * plano.	20	north	147 	0.000122563528762409	tex-	3 	2.50129650535528e-06	north tex-	(NP-UNF (JJ north) (NNP Tex-))							no	
84193:32	well, we live in north tex-, north dallas which *t*-1 is like a suburb, near a suburb called * plano.	20	north	147 	0.000122563528762409	dallas	300 	0.000250129650535528	north dallas	(NP (JJ north) (NNP Dallas))							no	
84201:33	you know, people put bars on their windows in certain neighborhoods	11	certain	188 	0.000156747914335597	neighborhoods	13 	1.08389515232062e-05	certain neighborhoods	(NP (JJ certain) (NNS neighborhoods))							no	
84206:23	you know. they call them ornamental grates.	7	ornamental	2 	1.66753100357018e-06	grates	1 	8.33765501785092e-07	ornamental grates	(NP-PRD (JJ ornamental) (NNS grates))							no	
84213:16	and if you are a little bit claustrophobic	8	little	1416 	0.00118061195052769	bit	555 	0.000462739853490726	a little bit	(NP-ADV (DT a) (JJ little) (NN bit))							no	
84256:40	they were not, i think 0 they were early twenties.	10	early	94 	7.83739571677986e-05	twenties	11 	9.17142051963601e-06	early twenties	(NP-PRD (JJ early) (NNS twenties))							no	
